Plot_ID,Latitude,Longitude,DBH,Tree_Height,Crown_Width_North_South,Crown_Width_East_West,Slope,Elevation,Soil_TN,Soil_TP,Soil_AP,Soil_AN,Menhinick_Index,Gleason_Index,Disturbance_Level,Fire_Risk_Index,Health_Status
25,28.24279937,-63.90134576,44.78536531,3.584398372,7.057829178,9.371486826,4.082439724,1851.028929,0.237783647,0.261231273,0.369360661,0.232861857,1.598731281,3.195754714,0.585514042,0.099936907,Sub-Healthy
26,41.40703846,-96.80500483,29.71499014,12.46978932,8.419154025,5.748291759,11.82129647,1530.690605,0.412021311,0.194069219,0.080313204,0.28540097,0.651117307,1.014043404,0.348095548,0.881189237,Unhealthy
27,17.98695129,-69.65701443,74.42799167,28.44456032,4.57292946,3.330138473,39.36447281,216.2003504,0.827955202,0.284329027,0.456553663,0.078945351,2.372788948,1.160078563,0.657393039,0.304204518,Unhealthy
28,30.56937754,-70.8815421,98.2232236,19.96856312,2.406852736,1.475440177,5.800616328,2954.533739,0.23535621,0.06169377,0.44693399,0.237237194,1.912933141,1.803404864,0.015647318,0.654393365,Sub-Healthy
29,33.69658275,-107.6629669,29.37035593,20.80141616,7.641558527,7.534763663,32.39985612,1212.095255,0.529191982,0.498510299,0.328681067,0.416407972,1.619728362,1.744033727,0.064374884,0.487502279,Healthy
30,11.85801651,-71.97591681,67.14658714,19.7039003,4.244270546,2.091726982,4.552452883,541.4618204,0.80803578,0.215650159,0.337755904,0.012663817,1.273172197,2.019035181,0.099661153,0.366303145,Healthy
31,34.30179408,-127.4094656,23.81927511,7.571779891,7.041437427,3.724976154,28.04120342,2033.455681,0.3599427,0.177374167,0.007642875,0.140093994,1.75599632,2.219738551,0.418993685,0.645441833,Sub-Healthy
32,16.82096495,-88.26110851,58.70637418,13.71334819,3.435795478,5.792238171,16.02302846,924.4360384,0.645787541,0.356553875,0.492511425,0.00621502,1.346699011,2.440261974,0.814796173,0.947522981,Unhealthy
33,12.60206372,-113.8993814,49.07358624,23.02631435,1.731066713,6.07974929,35.50112833,1798.756986,0.253175258,0.185130206,0.439527139,0.210777098,2.392529669,2.68215076,0.88817791,0.041269747,Unhealthy
34,47.95542149,-121.560318,97.34050631,4.838441131,9.933236159,6.405248773,10.5160702,1801.626933,0.118186651,0.417470781,0.448077582,0.365516178,1.859734241,1.395465354,0.24481074,0.918852856,Unhealthy
35,48.62528132,-124.6132759,62.81009091,9.779877731,2.405813571,2.496297973,28.76408232,1392.616481,0.796440383,0.229864009,0.331326046,0.400392055,2.692119435,1.169447728,0.574369724,0.609081655,Sub-Healthy
36,42.33589392,-81.25978569,38.20310535,9.736935037,9.895788946,4.417636643,10.60571406,2524.743985,0.107978937,0.361181415,0.17566953,0.472868932,1.858859787,3.695777796,0.768364993,0.807314301,Unhealthy
37,22.18455077,-106.2087525,15.83909956,14.09652997,9.795519393,6.554748044,32.11471274,868.4044785,0.278667581,0.058189342,0.447356081,0.306209783,1.095656033,3.149339299,0.28882943,0.383874953,Sub-Healthy
38,13.90688456,-79.26632599,19.36844873,29.45032475,8.144362935,9.728369782,39.31551156,1401.034516,0.856558328,0.423828997,0.149300879,0.131040299,2.627729706,2.776576809,0.409007737,0.471842975,Sub-Healthy
39,37.36932106,-125.4250561,26.40510835,3.890071307,6.934806659,7.548680239,5.706080961,1659.307173,0.353004594,0.369180403,0.283542214,0.462453235,1.893047612,3.537759765,0.523974203,0.868850752,Unhealthy
40,27.60609975,-107.9296764,28.84183283,16.52362784,6.200263452,9.303433814,38.99680599,2024.51169,0.973314896,0.109799805,0.054366831,0.388781298,1.017102595,4.310717629,0.134874846,0.41484797,Healthy
41,14.88152939,-92.23560953,85.80852549,7.022211096,8.794913908,7.859908525,26.71088645,2373.518366,0.979936991,0.076916575,0.461368037,0.289342099,2.058769525,2.710771636,0.025982294,0.534659567,Sub-Healthy
42,29.8070764,-74.64937846,58.31616489,29.17894327,3.604955695,6.32545272,5.719972089,1244.94112,0.27559326,0.161564713,0.074681377,0.349341907,1.394291912,3.56447786,0.152805809,0.020194923,Healthy
43,11.37554084,-107.6873248,54.72213658,5.172498132,5.209130912,2.728210322,19.23938349,1973.536138,0.05056844,0.48815494,0.116323919,0.462536596,2.611014031,4.814288895,0.626853621,0.158598006,Unhealthy
44,46.37281608,-86.18760365,15.90304283,13.30082807,6.574509724,7.000170867,7.238713207,536.7717639,0.708012651,0.132131629,0.281276408,0.357635044,1.633249347,4.358497983,0.073618262,0.641686508,Sub-Healthy
45,20.35119926,-67.98155762,86.71327087,22.66077958,4.700714283,6.610416094,31.515655,2804.679492,0.456476638,0.230782968,0.383226035,0.187345381,2.316103395,2.704003242,0.189696365,0.716976901,Unhealthy
46,36.50089137,-86.88957683,73.6673588,21.72752398,4.847378087,6.422222534,34.14906605,1210.870539,0.109745316,0.019860012,0.311578896,0.35794896,0.738840519,3.578867351,0.337853886,0.582600937,Sub-Healthy
47,22.46844304,-113.6928368,11.42849438,13.83640183,3.972562008,5.408072812,4.760843412,2215.612124,0.710447591,0.201627627,0.119906287,0.024937691,1.490060866,1.708283688,0.077870064,0.143310036,Sub-Healthy
48,30.80272085,-128.2919453,72.24433424,11.7026767,6.07808635,5.757909436,22.77629337,158.9891375,0.04086316,0.287803408,0.005466806,0.196275703,2.958103591,3.24208874,0.191699271,0.445405429,Sub-Healthy
49,31.86841117,-69.09307883,56.63613065,13.1331466,8.655170752,4.009982744,36.65812752,695.0427144,0.871494724,0.476796683,0.379789537,0.206129901,2.521150724,4.925313165,0.911269789,0.355094766,Unhealthy
50,17.39417822,-128.5111412,12.76390785,9.399735368,2.813755402,5.673814234,42.12733687,1512.539379,0.147266004,0.260784342,0.492677626,0.087584926,0.899852006,3.073260461,0.019299132,0.495661344,Sub-Healthy
51,48.78338511,-68.77088291,48.53856095,7.749322284,9.409897349,2.778003151,23.108304,2646.932156,0.13603876,0.410458126,0.405906995,0.016427313,1.194410124,4.710553197,0.653431924,0.870329035,Unhealthy
52,41.00531293,-92.97440062,51.04614728,15.52511153,7.201788884,8.246569576,42.76256506,1629.039935,0.183915575,0.275828183,0.232802276,0.071023712,1.324539522,2.629339682,0.384408931,0.775861439,Unhealthy
53,47.57995766,-64.2652611,20.74858132,9.51894517,8.409458914,2.671992592,24.10600367,2796.624399,0.960663695,0.025188582,0.452364794,0.32903764,2.125913901,4.995379309,0.672648739,0.083989501,Unhealthy
54,45.79309402,-74.0851735,94.84132397,10.04892662,6.005716234,1.764696609,17.73857226,1503.011,0.696237667,0.160929096,0.207874598,0.402132964,2.392486899,3.316880141,0.58869172,0.890309198,Unhealthy
55,33.91599915,-60.14461226,85.74766029,20.38916978,8.015650313,4.926214237,38.16914078,1522.302381,0.80335782,0.289897006,0.264842372,0.494160729,2.373816522,1.169075977,0.223498754,0.471767151,Healthy
56,46.8749694,-105.4501729,68.55712205,29.11904529,1.145803576,6.924766956,22.18422197,447.2656867,0.403658636,0.475544013,0.241179235,0.176449934,1.774685141,3.347019187,0.847209488,0.743862145,Unhealthy
57,13.53970008,-76.29681977,48.9180783,18.90184162,8.365423823,4.939451424,21.23561298,2427.703108,0.3429496,0.430269528,0.226573817,0.301692715,2.527051345,2.098290783,0.491940383,0.140039231,Sub-Healthy
58,17.8393145,-101.864836,44.11772645,4.155425078,1.361249732,3.490787188,22.06406202,816.1996962,0.242139167,0.118036029,0.388719431,0.468886759,1.592695207,1.129925288,0.822536019,0.670719526,Unhealthy
59,11.80909156,-96.40870658,66.84247938,4.116341188,9.009220387,6.023540655,38.10532508,2708.876219,0.485841548,0.113954366,0.265750609,0.087685682,0.809701413,4.283413219,0.406012536,0.236326018,Sub-Healthy
60,23.01321323,-86.07461757,56.81602759,28.63985018,9.927664725,4.123021019,37.43736938,2741.390239,0.556310446,0.104580619,0.161774975,0.360234565,1.911104604,2.102918548,0.984685554,0.438380897,Unhealthy
61,25.54709159,-68.84260201,10.91594506,10.32414213,3.64660716,9.395809211,18.15839966,2835.599324,0.635457095,0.461636954,0.132788293,0.378714473,2.880753462,4.186194216,0.770489359,0.01686287,Unhealthy
62,20.85396127,-61.11415716,53.68775163,4.57787561,2.892867007,9.303806256,14.99849369,1608.668418,0.264547319,0.427069746,0.023684922,0.04904289,2.482484128,2.152870332,0.965950205,0.151610638,Unhealthy
63,43.14950037,-76.22086103,81.60834364,18.77324844,7.888270275,5.52134638,22.13676108,2063.571976,0.94916754,0.388567299,0.293681605,0.431318446,1.946751619,1.777305415,0.514326479,0.092080493,Sub-Healthy
64,24.27013307,-100.7563252,48.62778837,19.46216579,3.277237068,3.950955946,25.77476294,2357.696052,0.178060913,0.199403882,0.118830901,0.407486998,2.117014151,4.895742296,0.473691132,0.239744173,Sub-Healthy
65,21.23738039,-100.5050098,9.935874868,20.15813496,8.790061449,7.634191726,10.72517448,479.9423941,0.965996643,0.254668449,0.078326291,0.021534488,2.826405068,2.446581311,0.755453809,0.10001809,Unhealthy
66,31.70784333,-78.36923889,79.69642894,9.48725678,1.925583329,1.330416491,35.72797881,1842.775865,0.024707561,0.234844214,0.328645832,0.050086785,1.570856986,3.405504846,0.880291263,0.691910027,Unhealthy
67,15.636969,-113.2855998,24.1295593,2.423099158,2.133596767,5.272921054,21.89172446,199.4639138,0.486314435,0.130432063,0.342198583,0.029317812,1.328485347,3.439925971,0.964145796,0.029039902,Unhealthy
68,42.08787923,-122.2668121,29.56897931,29.02043034,9.812363996,4.026910548,15.03204968,1542.941642,0.34003416,0.254988883,0.377316672,0.170698048,2.943103913,3.241893929,0.324551906,0.617740501,Sub-Healthy
69,12.98202575,-105.176449,20.64710358,9.025005279,7.064550084,9.284822966,4.806944683,549.0437767,0.45463218,0.020095791,0.254270564,0.25709805,2.658607834,4.658782974,0.798704574,0.140707831,Unhealthy
70,49.47547746,-109.8932706,36.37043116,20.92873607,8.62198502,1.108027245,10.74803222,630.4764853,0.574957933,0.070246135,0.44755703,0.268512125,1.307608962,3.697764285,0.210645598,0.945161457,Unhealthy
71,40.88979077,-109.2584316,76.89139304,21.78563636,3.918964396,5.975333881,42.71765273,1158.637943,0.441233266,0.44386185,0.468489663,0.137495046,1.659451493,2.614932016,0.545574347,0.933094073,Unhealthy
72,17.94862726,-113.6474574,54.34165665,19.08020768,7.088353746,7.66597223,13.72948591,1354.067783,0.420698382,0.377081485,0.404648615,0.456240459,1.537695323,4.449521538,0.179848148,0.225503103,Healthy
73,10.22088468,-127.0534767,24.46372104,10.76140704,6.348176446,5.365161888,7.598668022,1907.200031,0.735396181,0.214319862,0.319618774,0.187290081,0.872739197,1.724251596,0.347397362,0.614421298,Sub-Healthy
74,42.61845714,-128.7488246,88.39385742,9.590695105,6.428351081,1.768627271,20.73027562,315.8424135,0.689017512,0.260989429,0.155341872,0.027547327,2.89454831,3.17694703,0.931358367,0.028005319,Unhealthy
75,38.27429375,-60.85943272,88.56027622,18.73471192,7.142792136,9.75215251,13.81894845,1560.706108,0.834938569,0.188149449,0.491557736,0.15361242,1.510781078,4.802201488,0.1460907,0.931788543,Unhealthy
76,39.16028672,-100.0558806,87.70495038,26.25067774,6.178232558,5.662093882,1.582166262,629.6128777,0.257459391,0.371686034,0.140697403,0.267899164,2.688322707,3.50159052,0.632400895,0.522987308,Unhealthy
77,40.85081387,-103.0971347,27.68564008,28.50854441,4.861561324,6.527676199,14.54153478,1764.528008,0.613433225,0.393172654,0.105315176,0.207069802,0.973390569,4.267873802,0.592954273,0.043223151,Sub-Healthy
78,12.96178607,-82.42469021,47.8677377,4.965362523,3.483304249,3.129488044,24.48488808,1948.473376,0.589342838,0.382826169,0.223866286,0.140552047,1.869677027,3.614242902,0.120738353,0.342499993,Sub-Healthy
79,24.33862914,-114.7222278,98.57401733,6.335201153,7.917231978,5.351482766,24.82705674,1714.456844,0.376040433,0.362692804,0.033136083,0.070005009,0.559903463,4.357483454,0.325979044,0.076849462,Sub-Healthy
80,14.63476238,-63.50271712,78.34118525,28.45261525,3.03645187,4.862345428,16.04515145,2241.05698,0.491196966,0.106229648,0.48935476,0.410486428,2.41055121,4.777951519,0.562981505,0.392944439,Sub-Healthy
81,44.52413704,-74.95584899,7.580905016,22.62298639,7.231188755,1.674062578,20.12862403,1073.266808,0.320644322,0.17229514,0.29627461,0.498091895,1.952284746,2.09168691,0.187178609,0.669926342,Sub-Healthy
82,34.93192507,-123.7412298,11.19443617,26.7238271,3.099995404,1.955443182,43.44830632,2318.809116,0.150425954,0.23757349,0.280691285,0.168123356,2.063973959,1.678644325,0.800623656,0.469889908,Unhealthy
83,23.23592099,-100.7693457,49.0734808,7.673713756,6.62797153,8.537252677,16.98068148,1355.024537,0.221663199,0.168742531,0.329619159,0.193902417,0.629302206,2.935963001,0.97215651,0.383722175,Unhealthy
84,12.54233401,-68.46171847,91.37591956,18.45240439,7.723704404,3.15837957,11.6202066,1504.135045,0.11445851,0.378695399,0.251026706,0.310928575,1.027595826,3.807449707,0.2147594,0.119157046,Healthy
85,22.43929287,-63.86875844,56.17667081,21.63190864,2.968425,2.754624443,10.95601698,1979.496169,0.686238879,0.168029995,0.020871441,0.36062853,0.685827181,1.908765013,0.186911965,0.244939046,Healthy
86,23.00733288,-97.28189421,52.29218826,21.04313279,1.539489708,5.544203061,20.59940757,153.2393136,0.664120119,0.073424883,0.308094088,0.19905462,1.22228579,1.016405802,0.454935072,0.100143288,Sub-Healthy
87,39.18424713,-87.06120276,15.0200015,13.42824734,2.178763687,7.918724182,34.17840669,1996.583242,0.951100308,0.202525024,0.359506069,0.452940111,2.068597519,2.371740463,0.747765277,0.807498732,Unhealthy
88,35.50229885,-118.3076238,67.39410995,2.431056967,6.453972705,1.557518667,9.269468288,1893.896932,0.73238163,0.490057644,0.211290785,0.282201975,1.915464961,4.875437342,0.28160061,0.135239828,Sub-Healthy
89,45.4885097,-60.61819617,83.09980026,18.32192959,8.645017656,6.191271277,31.91832572,998.5566386,0.06152538,0.116811299,0.379861308,0.227943088,2.030374554,3.779869842,0.019879909,0.595373367,Sub-Healthy
90,28.88859701,-113.7829809,41.13990071,9.086843097,1.404971391,2.072893986,0.951742051,348.8034262,0.885402722,0.308018536,0.117365643,0.325103013,1.873128178,2.605301776,0.541220628,0.342740414,Sub-Healthy
91,14.78376984,-64.00877581,78.68312584,14.60711889,7.607361331,1.328149457,18.85198401,363.7128047,0.864048411,0.21932166,0.114531913,0.476637905,1.182571989,1.770304389,0.956600568,0.225978385,Unhealthy
92,38.52979149,-84.52473457,96.62528212,28.81226842,4.071867814,1.474695569,34.91392793,2777.348866,0.448887118,0.040157161,0.084901409,0.398303386,1.111268743,2.424358695,0.391276855,0.639468439,Sub-Healthy
93,40.43140194,-87.45842436,24.35781362,13.17298889,5.306755329,8.507476974,15.24298301,2098.910032,0.59000442,0.24649892,0.189137406,0.0248065,0.842649209,1.679357733,0.420134554,0.457002309,Sub-Healthy
94,32.4510879,-94.11180423,54.71631496,25.51444499,9.359735949,2.061752353,25.36816957,468.5975799,0.976317549,0.352571343,0.424270958,0.169493406,2.622677187,1.425223285,0.968901717,0.400145467,Unhealthy
95,40.8386872,-113.8531132,32.27810602,7.279136961,3.987743543,1.40636228,9.224065477,1134.497191,0.53698132,0.259043888,0.414816471,0.237919619,2.041198396,4.62696949,0.694607612,0.592852005,Unhealthy
96,29.75182385,-117.6430378,80.32116981,20.82889394,5.188032405,4.941098984,33.3897926,1818.200682,0.90626861,0.436692502,0.194497983,0.160686198,0.966277531,4.990601354,0.719171923,0.491267628,Unhealthy
97,30.90931318,-114.5659654,59.87136976,29.35619472,1.123141733,8.595941247,2.352559647,2523.157945,0.09220837,0.148023823,0.296613774,0.351592843,0.94302345,1.656457758,0.562702005,0.303484209,Sub-Healthy
98,27.10164073,-116.9493216,65.28532967,4.853006824,1.73438848,3.361675388,38.36441902,226.6166933,0.19914135,0.04769334,0.361804077,0.414003229,2.682589004,1.218090236,0.974609211,0.559061288,Unhealthy
99,11.01676507,-75.42908685,80.80184516,2.232958382,3.32732432,4.795413558,8.918837389,786.2360813,0.446347394,0.468599978,0.124397353,0.367015822,2.356827159,2.318924429,0.688866484,0.669498577,Unhealthy
100,14.31565708,-105.4912319,42.6171949,14.14031819,1.250670167,1.359302793,39.34791143,2680.272072,0.58890924,0.192207193,0.088229838,0.494719977,2.1484977,2.846636723,0.895032752,0.026693159,Unhealthy
101,11.25716743,-125.9510126,91.9335565,4.593513525,6.682377934,5.041706627,15.86381586,126.5800955,0.818065573,0.290320748,0.486187517,0.139911086,1.517160269,1.819284988,0.699378866,0.465871729,Unhealthy
102,35.45641645,-62.16281589,55.63774239,22.95476179,4.837585211,6.198517726,32.52076085,684.0573981,0.988379494,0.397041547,0.31069087,0.4381198,1.154938911,2.205699647,0.735115825,0.057683285,Unhealthy
103,22.57423924,-68.13498805,20.00570817,27.60736259,5.933306825,6.138163484,14.3651384,2881.17011,0.394962982,0.165535264,0.490800782,0.384478219,2.948626908,1.803482943,0.290410922,0.186405414,Healthy
104,30.34282765,-65.05734018,71.11041623,14.15258724,2.571824673,3.99184023,40.76602521,1878.865355,0.05694148,0.359501446,0.172189214,0.184278485,2.493098938,4.097042274,0.303478698,0.560508734,Sub-Healthy
105,46.30265896,-60.35645241,80.35982829,9.24392598,3.663388265,3.839798626,5.698670648,858.8469632,0.803159788,0.072032331,0.353000691,0.368391649,1.254448058,3.850311773,0.78298465,0.866188915,Unhealthy
106,19.97168917,-117.8273326,35.09235932,14.16329293,6.974420274,1.95961257,8.033390517,294.2741737,0.608336912,0.149190405,0.1151888,0.056517598,2.618911991,3.539806063,0.296706289,0.882805679,Unhealthy
107,26.41531692,-102.2630587,86.43202941,22.2565389,9.687724513,4.301184886,22.18635563,181.7548873,0.20655743,0.076631765,0.134294085,0.395720074,2.397329872,2.548871428,0.562770071,0.06994401,Sub-Healthy
108,40.22204554,-76.9233067,91.0836092,2.253516524,1.453750962,1.89545202,3.687229757,809.7607309,0.499880172,0.406559126,0.25839155,0.268503648,1.242701375,4.636163765,0.249352311,0.419105086,Sub-Healthy
109,19.15192662,-81.27855674,31.3059263,18.50471171,9.013458888,7.899363502,8.819108312,2656.308877,0.744887143,0.115211371,0.163210972,0.149683635,1.566382136,4.878130166,0.816983381,0.583006483,Unhealthy
110,13.07919639,-119.2272866,98.43453991,19.17216718,6.191930812,9.69646868,42.4694872,1306.149597,0.772707669,0.36011476,0.087972674,0.329609764,0.964883613,1.694557251,0.110501351,0.147069905,Healthy
111,21.59005812,-72.89168125,18.36759516,19.85527091,6.075276101,9.73067011,43.94203475,2188.966771,0.504622228,0.471932707,0.135125947,0.322601899,0.777631111,1.892050566,0.82944664,0.765432217,Unhealthy
112,16.44885149,-114.28916,24.1914885,8.776618239,5.502506817,8.785639894,16.93166982,2763.026603,0.312162385,0.266247243,0.022695455,0.10869568,2.306905082,3.102524112,0.602729801,0.744235258,Unhealthy
113,47.18790609,-114.332767,22.50135973,21.99347625,1.624546773,6.407129344,41.54787095,1283.317339,0.974005156,0.27231445,0.353689693,0.02004672,1.168779643,1.365002277,0.186909535,0.903341014,Unhealthy
114,42.32481518,-92.4117904,89.92902245,4.558961617,1.808891666,7.307791275,24.51711041,654.704376,0.666728985,0.233211616,0.248597745,0.219643181,2.550148414,2.745793595,0.542035386,0.008486012,Sub-Healthy
115,35.33615026,-88.49420456,67.15779247,7.579569421,6.408208051,3.566852224,12.13841096,1599.641999,0.414155144,0.166315621,0.051650318,0.286908375,2.989021779,3.327165059,0.282498837,0.216684244,Sub-Healthy
116,44.85842361,-89.39396545,19.44990691,26.56916131,4.068627143,6.676933782,31.60794245,2733.442692,0.287658592,0.24044924,0.089988527,0.438919613,0.691549535,3.088294285,0.323467335,0.827186714,Unhealthy
117,42.14688308,-123.5959214,46.83072474,22.68424822,9.255412599,5.100845945,29.6505813,2432.685801,0.733791953,0.303389728,0.055754596,0.464467314,1.682587813,2.323634332,0.351528042,0.670580051,Sub-Healthy
118,17.46280236,-68.57773962,63.45331238,2.384875512,4.659314836,5.338156058,44.51063936,290.9065458,0.249761611,0.493065828,0.30823344,0.266758583,2.505156398,3.169783224,0.063319247,0.894389854,Unhealthy
119,45.70235994,-111.407997,12.92908807,8.95453529,2.289533128,7.819989043,11.92712793,2108.46112,0.179992889,0.469193457,0.05163413,0.378132724,2.472377241,4.835203817,0.985961684,0.057179655,Unhealthy
120,31.57368968,-120.9339555,88.829555,8.003381524,7.432469502,3.5372652,30.24267762,1758.502815,0.53453555,0.431765714,0.378369755,0.22245512,2.399992896,1.824069617,0.031534628,0.596963966,Sub-Healthy
121,42.29760621,-67.78763441,81.34233587,9.582577185,3.640180793,3.862356505,2.341068976,2731.643211,0.297087519,0.445119615,0.015152905,0.374310668,1.372487338,3.619325434,0.662496873,0.569046575,Unhealthy
122,45.843652,-63.10439512,52.99464349,8.931673568,5.729232766,9.32177612,5.114071741,455.1961089,0.632616093,0.236585346,0.128441015,0.106376755,1.634633139,1.173586777,0.371227648,0.035674416,Sub-Healthy
123,22.720139,-69.65106679,96.87702845,3.750736281,7.28049507,1.506018654,0.176326873,1648.704728,0.126759288,0.330434942,0.445880005,0.188677044,1.987420893,1.265665618,0.646010291,0.513522077,Unhealthy
124,14.40207698,-73.33387477,44.68729303,14.85033446,9.102377001,5.370708686,44.97573065,2650.441811,0.658391694,0.448058028,0.360673002,0.318942859,2.934851459,3.207312897,0.356248253,0.609520311,Sub-Healthy
125,19.1174065,-84.13306136,98.49048031,22.51653729,8.129720753,9.215207204,36.10231637,1289.068982,0.290463563,0.199510629,0.041119325,0.013988193,1.318868177,1.419756721,0.673750646,0.191293174,Unhealthy
126,27.08431155,-91.43998406,68.45239989,18.98848829,7.087249611,6.49326707,35.40253566,1497.785261,0.010240505,0.481072427,0.411457422,0.362618349,2.807859719,1.089387154,0.729235509,0.273329583,Unhealthy
127,42.72059064,-123.9109268,65.29377096,20.84040672,7.116698642,5.917663668,22.93767339,304.3359652,0.135666697,0.210814101,0.249052385,0.418590073,1.173392295,1.686051991,0.69055264,0.640347346,Unhealthy
128,44.42922333,-101.4082751,20.76571505,4.272176999,9.513321796,3.247697613,13.50301873,906.6165573,0.934279224,0.302535919,0.424157598,0.202575122,2.972686164,3.259396684,0.113961981,0.468300948,Sub-Healthy
129,10.27808522,-103.9118038,88.78313704,28.64173988,3.662416877,4.089479402,6.806892801,1041.069283,0.868681093,0.356353333,0.302366188,0.226731497,2.175659217,3.813363818,0.656893235,0.858013658,Unhealthy
